From,To,Weight,Level,Method,IsRootedBranching
108,8,10,26,networkx_arborescence,True
108,99,10,26,networkx_arborescence,True
134,39,9,26,networkx_arborescence,True
134,71,10,26,networkx_arborescence,True
135,152,9,26,networkx_arborescence,True
157,168,10,26,networkx_arborescence,True
198,193,9,26,networkx_arborescence,True
198,75,8,26,networkx_arborescence,True
21,80,10,26,networkx_arborescence,True
43,4,9,26,networkx_arborescence,True
43,61,8,26,networkx_arborescence,True
43,7,9,26,networkx_arborescence,True
43,87,9,26,networkx_arborescence,True
85,106,11,26,networkx_arborescence,True
85,15,12,26,networkx_arborescence,True
85,35,10,26,networkx_arborescence,True
91,188,11,26,networkx_arborescence,True
168,155,9,27,networkx_arborescence,True
168,179,11,27,networkx_arborescence,True
35,137,10,27,networkx_arborescence,True
35,178,10,27,networkx_arborescence,True
35,27,10,27,networkx_arborescence,True
4,117,10,27,networkx_arborescence,True
4,154,9,27,networkx_arborescence,True
4,16,9,27,networkx_arborescence,True
61,84,10,27,networkx_arborescence,True
7,184,10,27,networkx_arborescence,True
8,19,8,27,networkx_arborescence,True
80,125,9,27,networkx_arborescence,True
80,13,12,27,networkx_arborescence,True
87,128,8,27,networkx_arborescence,True
87,142,9,27,networkx_arborescence,True
87,172,10,27,networkx_arborescence,True
87,18,10,27,networkx_arborescence,True
99,47,9,27,networkx_arborescence,True
125,174,10,28,networkx_arborescence,True
125,57,9,28,networkx_arborescence,True
13,146,8,28,networkx_arborescence,True
142,123,9,28,networkx_arborescence,True
154,29,10,28,networkx_arborescence,True
178,36,9,28,networkx_arborescence,True
18,160,10,28,networkx_arborescence,True
27,54,11,28,networkx_arborescence,True
27,60,9,28,networkx_arborescence,True
84,197,9,28,networkx_arborescence,True
146,79,9,29,networkx_arborescence,True
160,70,8,29,networkx_arborescence,True
174,156,9,29,networkx_arborescence,True
197,24,9,29,networkx_arborescence,True
29,14,11,29,networkx_arborescence,True
29,147,10,29,networkx_arborescence,True
29,151,12,29,networkx_arborescence,True
29,5,9,29,networkx_arborescence,True
29,64,10,29,networkx_arborescence,True
54,101,8,29,networkx_arborescence,True
54,3,11,29,networkx_arborescence,True
57,102,10,29,networkx_arborescence,True
101,77,10,30,networkx_arborescence,True
102,181,11,30,networkx_arborescence,True
102,38,9,30,networkx_arborescence,True
147,32,9,30,networkx_arborescence,True
151,1,9,30,networkx_arborescence,True
151,56,9,30,networkx_arborescence,True
24,88,9,30,networkx_arborescence,True
3,105,8,30,networkx_arborescence,True
3,115,10,30,networkx_arborescence,True
3,28,9,30,networkx_arborescence,True
70,17,10,30,networkx_arborescence,True
181,121,10,31,networkx_arborescence,True
32,89,10,31,networkx_arborescence,True
89,74,9,32,networkx_arborescence,True
74,23,11,33,networkx_arborescence,True
74,40,11,33,networkx_arborescence,True
